"","sel","","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop"
"1050","on (i)","","Training Day","Loski","uk drill","2020","2023‑06‑22","144","80","75","-5","37","37","186","2","25","36"
"1051","on (i)","","Vida E O Sol","Chris River","","2020","2023‑06‑22","122","82","84","-9","34","83","165","30","10","36"
"1052","on (i)","","Soho","Habe","","2021","2023‑06‑22","83","54","71","-6","28","64","243","47","6","36"
"1053","on (i)","","Head Up High - Two Friends Remix","FITZ","la indie","2021","2023‑06‑22","125","74","66","-4","39","61","146","0","7","36"
"1054","on (i)","","Together Is A Beautiful Place To Be - Nala Sinephro Remix","Nubya Garcia","british jazz","2021","2023‑06‑22","52","58","17","-15","11","4","147","83","9","36"
"1055","on (i)","","Balm","Bill Laurance","contemporary jazz","2021","2023‑06‑22","110","47","51","-12","9","17","261","65","3","36"
"1056","on (i)","","Full Moon","Sam Cross","lo-fi jazzhop","2022","2023‑06‑22","134","6","67","-17","8","38","172","92","10","36"
"1057","on (i)","","Flaming Phlegm","Lord Vladagus","","2022","2023‑06‑22","93","94","77","-4","12","52","225","26","26","36"
"1058","on (i)","","Money Showers","Chris Stride","","2022","2023‑06‑22","150","62","54","-9","15","53","134","31","17","36"
"1059","on (i)","","Turnham Green","Adam Melchor","indie pop","2022","2023‑06‑22","81","29","47","-9","9","38","226","81","3","36"
"1060","on (i)","","pity season","Victoria Canal","","2022","2023‑06‑22","134","30","61","-12","18","68","168","81","5","36"
"1061","on (i)","","in the wake of your leave","Gang of Youths","australian indie","2022","2023‑06‑22","179","86","32","-6","32","43","244","0","7","36"
"1062","on (i)","","Brother the Cloud","Eddie Vedder","acoustic rock","2022","2023‑06‑22","138","88","56","-5","13","45","262","0","4","36"
"1063","on (i)","","Power of Right","Eddie Vedder","acoustic rock","2022","2023‑06‑22","128","96","54","-3","28","59","214","0","6","36"
"1064","on (i)","","Ride with You","Neema Nekesa","","2023","2023‑06‑22","174","68","57","-10","12","27","165","7","9","36"
"1065","on (i)","","The Man","Gigi Perez","bedroom pop","2023","2023‑06‑22","150","42","39","-9","13","11","227","75","3","36"
"1066","on (i)","","I Love You","Savannah Conley","pop folk","2023","2023‑06‑22","120","26","69","-16","11","28","218","92","4","36"
"1067","on (i)","","Porque Me Tratas Así?","Wisin & Yandel","electro latino","2020","2023‑06‑22","94","56","79","-7","9","55","243","17","5","35"
"1068","on (i)","","Fire in the Jungle - Lunar Plane Remix","Oliver Koletzki","german techno","2020","2023‑06‑22","123","71","78","-10","8","16","408","1","6","35"
"1069","on (i)","","Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix","Phony Ppl","alternative r&b","2020","2023‑06‑22","111","69","78","-8","10","60","195","6","24","35"
"1070","on (i)","","Tell Me - Extended Mix","Tinlicker","progressive house","2020","2023‑06‑22","124","66","79","-9","5","7","388","5","4","35"
"1071","on (i)","","2 Far Gone","Moses Boyd","british jazz","2020","2023‑06‑22","126","89","37","-6","10","54","343","7","4","35"
"1072","on (i)","","Red Western Sky","Muzz","","2020","2023‑06‑22","123","81","46","-5","8","49","193","4","5","35"
"1073","on (i)","","In Colours","Band Of Skulls","garage rock","2020","2023‑06‑22","145","56","61","-7","8","33","192","1","3","35"
"1074","on (i)","","River Cross","Pearl Jam","alternative metal","2020","2023‑06‑22","120","51","50","-10","8","23","355","54","4","35"
"1075","on (i)","","Gang Bus","Uk Drill Hub","uk drill","2021","2023‑06‑22","140","47","84","-10","13","50","222","48","24","35"
"1076","on (i)","","Don't Deserve This - Animal Elektric Remix","Nea","scandipop","2021","2023‑06‑22","184","86","62","-5","32","70","183","5","19","35"
"1077","on (i)","","Gorit Dom","Zuma Dionys","ethnotronica","2021","2023‑06‑22","104","51","77","-11","36","41","457","16","6","35"
"1078","on (i)","","Radiohead","Alix Page","","2021","2023‑06‑22","77","22","62","-12","11","34","198","90","4","35"
"1079","on (i)","","eight hours","Maria Kelly","irish singer-songwriter","2021","2023‑06‑22","136","21","76","-16","20","64","167","78","5","35"
"1080","on (i)","","Teki","Alfa Mist","british jazz","2021","2023‑06‑22","92","68","50","-9","15","54","360","49","4","35"
"1081","on (i)","","2021","Daniel Herskedal","norwegian jazz","2021","2023‑06‑22","125","14","45","-21","10","12","129","95","4","35"
"1082","on (i)","","Homecoming","SGJAZZ","kentucky hip hop","2021","2023‑06‑22","104","48","60","-10","12","41","256","76","3","35"
"1083","on (i)","","Pay Your Way In Pain","St. Vincent","art pop","2021","2023‑06‑22","125","83","68","-7","57","50","184","40","37","35"
"1084","on (i)","","Stone","Mammoth WVH","","2021","2023‑06‑22","115","74","49","-5","38","28","395","0","5","35"
"1085","on (i)","","FACES - but like the one the label made me do","SwaVay","atl hip hop","2022","2023‑06‑22","83","55","77","-4","13","68","117","40","16","35"
"1086","on (i)","","If You Leave","Giift","","2022","2023‑06‑22","157","33","46","-4","10","45","189","88","5","35"
"1087","on (i)","","Turn Off The Light","Rockin Moroccin","","2022","2023‑06‑22","122","84","69","-8","11","51","173","0","5","35"
"1088","on (i)","","Forever","Stereophonics","britpop","2022","2023‑06‑22","94","65","37","-4","8","16","265","0","4","35"
"1089","on (i)","","Can't Stay","Lamine Jope","","2023","2023‑06‑22","136","53","57","-7","26","44","212","7","5","35"
"1090","on (i)","","Bleedin","Shadi","","2023","2023‑06‑22","118","37","69","-9","12","22","150","23","5","35"
"1091","on (i)","","Vibin","Cozy Couch","","2023","2023‑06‑22","150","42","81","-13","10","43","124","30","12","35"
"1092","on (i)","","a hidden place","!Noj","","2023","2023‑06‑22","82","28","65","-12","12","60","117","61","6","35"
"1093","on (i)","","LifesAMess","KruddTheGuru","dark trap","2023","2023‑06‑22","80","58","53","-9","10","12","183","34","5","35"
"1094","on (i)","","On With The Show","5omerset","","2023","2023‑06‑22","123","79","70","-6","12","60","137","19","4","35"
"1095","on (i)","","Press Play","Peach Camino","","2023","2023‑06‑22","92","49","59","-11","20","74","146","10","3","35"
"1096","on (i)","","RUNNER'S HIGH","Hadji Gaviota","","2020","2023‑06‑22","81","46","69","-8","10","33","172","25","4","34"
"1097","on (i)","","Price Went Up","Cassowary","experimental r&b","2020","2023‑06‑22","126","51","73","-9","12","64","215","88","3","34"
"1098","on (i)","","Lemonade","Gucci Mane","atl hip hop","2020","2023‑06‑22","142","66","74","-8","31","75","246","64","9","34"
"1099","on (i)","","Ain't Learning Pt.2","10 Eleven","uk drill","2020","2023‑06‑22","150","46","86","-16","19","66","178","62","40","34"
"1100","on (i)","","Forget Me Nots","Saxity","deep tropical house","2020","2023‑06‑22","122","78","79","-6","6","69","199","10","4","34"
"1101","on (i)","","Fields Of Gold","MARI","","2020","2023‑06‑22","115","62","65","-6","22","32","178","4","4","34"
"1102","on (i)","","Wonderwall","EYJA","","2020","2023‑06‑22","100","83","64","-6","26","41","159","2","3","34"
"1103","on (i)","","Feel You","My Morning Jacket","chamber pop","2020","2023‑06‑22","130","52","51","-7","10","23","374","16","3","34"
"1104","on (i)","","Mehana","Daliborovo Granje","croatian indie","2020","2023‑06‑22","115","47","48","-9","21","18","444","3","3","34"
"1105","on (i)","","Not for Now","corto.alto","scottish jazz","2021","2023‑06‑22","144","57","54","-10","13","15","324","66","3","34"
"1106","on (i)","","Crystals","Gabs Marco","","2021","2023‑06‑22","170","83","40","-4","35","40","282","1","4","34"
"1107","on (i)","","Grifter","King Buffalo","instrumental stoner rock","2021","2023‑06‑22","150","72","64","-11","6","46","318","0","5","34"
"1108","on (i)","","All I Need","Lloyd","r&b","2021","2023‑06‑22","126","51","72","-10","7","32","244","0","3","34"
"1109","on (i)","","Dance therapy","Manana","swazi pop","2022","2023‑06‑22","90","58","71","-8","16","63","173","8","4","34"
"1110","on (i)","","Drop a Pin","Sylo","canadian contemporary r&b","2022","2023‑06‑22","133","41","90","-12","9","69","196","55","28","34"
"1111","on (i)","","Come First","Vedo","pop r&b","2022","2023‑06‑22","119","62","80","-6","31","40","208","38","9","34"
"1112","on (i)","","What there is","sad.exe","lo-fi sleep","2022","2023‑06‑22","140","30","67","-12","25","64","142","36","37","34"
"1113","on (i)","","12 GAUGE","YUCIFER","cloud rap","2022","2023‑06‑22","160","95","59","-5","45","66","135","56","33","34"
"1114","on (i)","","Slave Owners","UnLearn the World","","2022","2023‑06‑22","173","64","58","-8","11","53","182","20","44","34"
"1115","on (i)","","Star Nation","Nick Mulvey","british singer-songwriter","2022","2023‑06‑22","79","31","56","-12","9","30","246","87","5","34"
"1116","on (i)","","Lonely","Sea Girls","english indie rock","2022","2023‑06‑22","101","94","53","-2","14","38","192","0","16","34"
"1117","on (i)","","Preachers","Petrol Girls","modern hardcore","2022","2023‑06‑22","150","91","41","-3","6","49","186","0","8","34"
"1118","on (i)","","tylonal","Nashon","","2023","2023‑06‑22","120","70","66","-6","11","17","149","42","3","34"
"1119","on (i)","","JazzyFi","Cozy Couch","","2023","2023‑06‑22","170","37","72","-13","11","45","131","91","3","34"
"1120","on (i)","","Black Robbinghood","RockMon","","2023","2023‑06‑22","116","74","83","-6","13","31","180","9","16","34"
"1121","on (i)","","Grave Gods","Fénix Legacy of Gods","east coast hip hop","2023","2023‑06‑22","89","95","78","-3","51","89","132","22","31","34"
"1122","on (i)","","Hunter","Jess Williamson","alternative americana","2023","2023‑06‑22","114","40","78","-9","8","45","229","67","3","34"
"1123","on (i)","","Bury Me","Eric Anders","","2020","2023‑06‑22","98","22","46","-12","12","15","316","71","3","33"
"1124","on (i)","","Canopy & Stars","Matthew Halsall","contemporary jazz","2020","2023‑06‑22","120","46","66","-13","12","31","472","69","3","33"
"1125","on (i)","","Not OK!","Chaz Cardigan","","2020","2023‑06‑22","88","84","49","-3","45","68","192","9","5","33"
"1126","on (i)","","Low Road","Blues Pills","modern blues rock","2020","2023‑06‑22","123","95","49","-4","15","28","198","1","12","33"
"1127","on (i)","","Caution","OnDrills","uk drill","2021","2023‑06‑22","145","81","87","-6","31","79","218","67","31","33"
"1128","on (i)","","Vibes","Breathe Carolina","electropowerpop","2021","2023‑06‑22","128","81","67","-5","35","50","137","1","16","33"
"1129","on (i)","","Lightning Field","Quicksand","emo","2021","2023‑06‑22","146","92","48","-4","36","35","144","0","5","33"
"1130","on (i)","","Synopsis","Mountain Eye","","2021","2023‑06‑22","170","94","38","-7","37","23","203","0","6","33"
"1131","on (i)","","INSIDE","Floyd Fuji","indie r&b","2022","2023‑06‑22","78","56","57","-6","22","48","235","16","9","33"
"1132","on (i)","","Almost","Véyah","","2022","2023‑06‑22","78","57","67","-6","26","49","141","83","10","33"
"1133","on (i)","","Deadly","Multiszn","","2022","2023‑06‑22","112","54","78","-10","11","59","171","32","12","33"
"1134","on (i)","","Zone","Rome Quantez","","2022","2023‑06‑22","127","82","78","-5","13","92","194","20","4","33"
"1135","on (i)","","Mr. Pablo","Tayllor","afro house","2022","2023‑06‑22","121","83","79","-9","15","39","389","1","6","33"
"1136","on (i)","","Teardrinker - Acoustic Version","Mastodon","alternative metal","2022","2023‑06‑22","127","85","57","-6","11","43","322","0","3","33"
"1137","on (i)","","best part - instrumental","Billy Hammer","lo-fi cover","2023","2023‑06‑22","78","24","57","-14","20","12","193","98","4","33"
"1138","on (i)","","nobody is an island","tatuí","","2023","2023‑06‑22","141","25","70","-16","29","16","164","94","3","33"
"1139","on (i)","","It's a vibe","Geezmo","lo-fi brasileiro","2023","2023‑06‑22","170","32","70","-12","11","56","125","52","10","33"
"1140","on (i)","","Mon Phare Dans La Nuit","SOULCARE","","2023","2023‑06‑22","135","36","45","-10","48","23","164","84","3","33"
"1141","on (i)","","FIGURE 8","Floyd Fuji","indie r&b","2020","2023‑06‑22","79","55","53","-7","10","31","217","65","4","32"
"1142","on (i)","","Like That","Nito NB","uk drill","2020","2023‑06‑22","122","71","62","-7","10","58","155","72","48","32"
"1143","on (i)","","Steel","Galantis","dance pop","2020","2023‑06‑22","128","67","54","-5","11","13","264","35","3","32"
"1144","on (i)","","Roses (Remix)","CDM Project","","2020","2023‑06‑22","122","65","84","-7","31","88","180","10","5","32"
"1145","on (i)","","All The Rage","The Rolling Stones","album rock","2020","2023‑06‑22","133","88","54","-4","6","91","251","2","4","32"
"1146","on (i)","","Knuckleduster","Muzz","","2020","2023‑06‑22","169","88","28","-6","9","30","268","24","7","32"
"1147","on (i)","","Children - Mixed","Tinlicker","progressive house","2021","2023‑06‑22","125","94","66","-9","24","4","330","2","5","32"
"1148","on (i)","","Hipokryzja","Błoto","polish modern jazz","2021","2023‑06‑22","96","53","57","-12","15","48","181","54","3","32"
"1149","on (i)","","Not So Modern Times","SGJAZZ","kentucky hip hop","2021","2023‑06‑22","108","70","70","-11","13","37","212","31","5","32"
"1150","on (i)","","Walking at a Downtown Pace","Parquet Courts","alternative rock","2021","2023‑06‑22","110","84","53","-5","30","81","287","4","4","32"
"1151","on (i)","","Bright Blue Dot","Raul Coca","","2022","2023‑06‑22","90","43","78","-14","11","83","163","83","6","32"
"1152","on (i)","","Piano Talks","IzaBeats","lo-fi jazzhop","2022","2023‑06‑22","140","12","66","-12","11","22","165","51","4","32"
"1153","on (i)","","Brooklyn Bridge","Anaïs Mitchell","indie folk","2022","2023‑06‑22","166","20","27","-15","21","7","259","82","4","32"
"1154","on (i)","","Olive Branch","Alanis Morissette","canadian pop","2022","2023‑06‑22","121","41","36","-5","10","23","199","81","3","32"
"1155","on (i)","","Chandler","Ebi Soda","uk contemporary jazz","2022","2023‑06‑22","156","68","52","-7","63","38","221","5","5","32"
"1156","on (i)","","Numb","Linkin Park","alternative metal","2022","2023‑06‑22","110","87","49","-4","48","21","188","0","4","32"
"1157","on (i)","","AWOL","Calvin Ascends","","2023","2023‑06‑22","150","44","57","-9","11","48","234","55","4","32"
"1158","on (i)","","Headlights","Miller Blue","uk contemporary r&b","2023","2023‑06‑22","136","51","48","-9","21","39","173","6","38","32"
"1159","on (i)","","São Paulo","iamalex","lo-fi study","2023","2023‑06‑22","134","63","75","-9","36","24","129","65","4","32"
"1160","on (i)","","mistery","sunday museum","","2023","2023‑06‑22","153","43","73","-9","13","63","91","35","5","32"
"1161","on (i)","","REdi","Khalza","","2023","2023‑06‑22","132","52","79","-9","10","33","161","24","8","32"
"1162","on (i)","","Harlem Realist","Drilla","uk drill","2020","2023‑06‑22","135","40","82","-19","5","75","213","23","51","31"
"1163","on (i)","","Look Like Me","Niniola","afrobeats","2020","2023‑06‑22","118","71","83","-6","7","54","286","0","5","31"
"1164","on (i)","","Siyabulela","Asher Gamedze","experimental jazz","2020","2023‑06‑22","105","25","37","-16","37","11","503","39","4","31"
